student_id,SS1_result_avg,SS2_result_avg,SS3_mock_result,absences,studytime,extra_tutoring,school_support,internet_access,CBT_preparation,health_status,wants_higher_education,wants_trade,CBT_outcome
790,57,44,Fail,4,2,yes,yes,no,no,Average,no,no,High
791,51,73,Fail,4,3,yes,no,yes,yes,Good,yes,no,Low
792,38,61,Fail,2,2,no,yes,no,yes,Poor,yes,yes,High
793,46,59,Pass,2,2,yes,no,no,yes,Average,no,no,High
794,69,74,Fail,8,3,yes,no,no,no,Very Good,yes,yes,High
795,69,71,Pass,8,2,no,no,no,yes,Average,yes,no,High
796,46,64,Pass,6,2,yes,no,yes,no,Very Poor,no,no,High
797,61,62,Pass,7,4,no,yes,yes,yes,Average,yes,no,High
798,43,64,Pass,1,3,yes,no,yes,yes,Good,yes,no,High
799,69,53,Pass,6,4,yes,yes,yes,yes,Average,yes,no,High
800,57,57,Fail,5,3,yes,no,no,yes,Good,yes,no,High
801,64,48,Pass,7,3,no,no,no,yes,Good,yes,yes,Low
802,37,54,Pass,11,3,no,yes,no,yes,Average,yes,yes,Low
803,61,54,Pass,1,2,yes,no,yes,yes,Very Good,yes,yes,High
804,54,51,Pass,5,3,yes,no,yes,yes,Very Good,yes,yes,High
805,63,59,Fail,5,2,no,no,no,yes,Very Poor,yes,yes,High
806,64,54,Pass,5,3,no,no,no,yes,Average,yes,no,Low
807,55,63,Pass,3,2,no,no,no,yes,Average,no,no,High
808,48,41,Fail,4,2,yes,no,no,yes,Poor,yes,no,High
809,62,56,Fail,6,2,no,no,no,no,Average,no,no,Low
810,54,59,Fail,7,3,yes,no,no,yes,Average,no,yes,Low
811,46,54,Fail,7,4,no,yes,no,yes,Very Poor,yes,no,Low
812,45,56,Fail,2,4,yes,yes,no,no,Poor,yes,no,Low
813,40,42,Pass,5,2,no,yes,yes,no,Very Poor,no,no,Low
814,49,61,Fail,8,2,yes,yes,no,yes,Very Poor,yes,yes,Low
815,66,64,Fail,6,1,no,yes,yes,yes,Average,yes,no,High
816,56,62,Pass,8,2,no,no,yes,no,Average,yes,yes,Low
817,49,68,Fail,4,3,no,yes,yes,no,Very Good,yes,yes,Low
818,63,60,Fail,4,4,no,no,yes,yes,Poor,yes,no,High
819,46,62,Pass,3,2,no,no,no,yes,Very Good,yes,no,High
820,55,59,Pass,2,2,no,no,no,yes,Very Poor,yes,yes,Low
821,53,64,Fail,4,2,yes,no,no,yes,Good,yes,no,High
822,62,42,Pass,5,2,yes,yes,yes,no,Poor,no,no,Low
823,39,49,Pass,5,3,no,no,yes,yes,Good,yes,no,High
824,46,73,Fail,3,3,no,no,no,yes,Very Poor,yes,yes,Low
825,38,33,Pass,4,3,yes,no,yes,no,Very Good,yes,yes,High
826,52,56,Pass,3,2,no,yes,no,yes,Very Poor,yes,no,High
827,67,69,Fail,9,2,yes,no,no,yes,Poor,yes,no,Low
828,49,57,Fail,2,2,yes,no,no,yes,Average,no,yes,High
829,49,53,Pass,7,1,no,no,no,yes,Good,no,no,Low
830,63,59,Fail,5,3,no,yes,no,no,Very Good,yes,yes,High
831,65,54,Pass,6,3,no,no,yes,yes,Average,yes,yes,Low
832,54,58,Pass,5,3,no,no,no,yes,Good,yes,no,High
833,61,51,Pass,11,1,yes,no,no,yes,Good,yes,yes,High
834,44,69,Fail,3,3,yes,no,yes,no,Average,yes,no,Low
835,68,72,Pass,3,1,no,yes,yes,yes,Good,yes,no,High
836,76,56,Pass,5,1,no,yes,no,yes,Very Poor,yes,yes,Low
837,60,44,Fail,5,2,yes,yes,no,no,Average,yes,no,Low
838,34,52,Pass,3,2,no,yes,yes,no,Good,yes,no,High
839,49,56,Fail,6,3,no,yes,no,no,Average,no,no,High
840,61,63,Pass,5,3,no,yes,no,yes,Very Good,no,no,High
841,50,47,Fail,6,2,no,yes,no,yes,Good,no,no,High
842,67,50,Pass,2,2,yes,no,no,yes,Very Good,yes,no,High
843,60,63,Pass,5,2,yes,no,no,no,Poor,yes,yes,High
844,47,67,Pass,6,1,no,yes,no,no,Poor,yes,no,Low
845,55,51,Fail,2,2,no,yes,no,no,Very Poor,yes,no,High
846,46,44,Fail,8,3,yes,no,yes,no,Very Good,yes,yes,High
847,53,90,Pass,5,2,no,no,no,yes,Poor,yes,no,High
848,49,65,Fail,5,3,no,yes,no,no,Average,yes,no,High
849,66,55,Pass,12,2,yes,no,no,no,Average,no,no,Low
850,76,66,Fail,4,2,no,yes,yes,no,Very Poor,yes,yes,High
851,40,56,Fail,7,2,yes,no,yes,no,Average,yes,no,Low
852,35,66,Fail,5,3,yes,no,no,yes,Very Poor,yes,no,High
853,52,59,Fail,3,2,no,yes,no,yes,Average,yes,no,High
854,39,58,Fail,8,1,yes,no,yes,yes,Very Good,yes,no,Low
855,55,56,Pass,3,4,yes,yes,yes,yes,Good,no,no,Low
856,62,43,Fail,3,1,no,no,no,yes,Good,yes,yes,Low
857,69,77,Fail,6,4,no,no,no,no,Average,no,no,High
858,57,48,Fail,4,1,yes,no,no,no,Good,yes,yes,High
859,53,44,Pass,7,3,yes,yes,no,no,Very Good,yes,no,High
860,35,55,Pass,5,2,yes,no,yes,yes,Very Good,no,yes,High
861,55,48,Pass,4,2,no,no,no,yes,Very Poor,no,no,High
862,55,57,Fail,3,1,yes,no,no,yes,Very Good,no,no,Low
863,61,64,Pass,3,2,yes,yes,no,yes,Poor,yes,yes,High
864,47,67,Pass,6,3,yes,yes,yes,yes,Average,yes,no,High
865,50,66,Pass,4,4,yes,no,yes,no,Average,yes,no,High
866,40,54,Pass,3,2,yes,no,no,yes,Good,yes,no,High
867,32,58,Pass,7,2,yes,no,no,yes,Average,yes,yes,High
868,43,62,Pass,2,1,no,no,no,yes,Poor,yes,no,Low
869,39,40,Fail,7,3,no,yes,no,no,Good,no,no,Low
870,58,63,Fail,3,2,yes,no,yes,no,Average,yes,no,High
871,49,43,Pass,6,1,no,yes,no,no,Very Poor,yes,no,High
872,49,78,Fail,5,3,no,no,no,no,Average,yes,yes,Low
873,45,53,Fail,4,2,yes,no,no,yes,Average,yes,no,High
874,22,56,Pass,3,1,yes,no,no,no,Very Poor,no,no,High
875,70,50,Pass,4,1,yes,yes,yes,yes,Poor,yes,no,High
876,44,51,Fail,6,3,no,no,no,yes,Very Good,no,yes,High
877,50,80,Pass,6,1,no,yes,no,yes,Very Good,no,yes,Low
878,40,67,Fail,3,4,no,yes,no,no,Poor,no,no,Low
879,64,42,Pass,3,2,no,yes,no,no,Average,no,yes,High
880,56,73,Pass,4,1,no,yes,no,yes,Average,yes,no,High
881,46,69,Fail,7,3,no,no,no,yes,Average,yes,no,High
882,51,55,Pass,5,2,no,no,yes,no,Average,yes,no,High
883,71,61,Fail,6,2,yes,no,yes,yes,Very Poor,yes,yes,Low
884,54,57,Pass,4,2,yes,yes,no,no,Average,no,yes,High
885,53,77,Pass,2,1,no,no,yes,yes,Poor,yes,no,High
886,45,50,Pass,4,3,no,yes,yes,yes,Average,yes,yes,High
887,36,59,Pass,6,2,yes,yes,no,yes,Very Good,yes,yes,High
888,53,53,Pass,6,3,no,no,no,yes,Very Good,yes,no,High
889,58,43,Pass,7,3,no,no,yes,no,Very Good,yes,no,High
890,65,79,Pass,6,3,no,no,yes,no,Very Good,yes,no,Low
891,32,46,Fail,2,3,yes,no,yes,yes,Very Poor,yes,no,High
892,43,60,Pass,6,3,no,yes,no,no,Good,yes,no,Low
893,49,40,Fail,5,2,yes,yes,yes,no,Average,yes,yes,Low
894,54,54,Pass,3,2,yes,no,no,yes,Very Good,yes,no,Low
895,53,62,Pass,6,1,no,yes,no,yes,Good,yes,no,High
896,53,49,Fail,6,3,no,no,yes,yes,Average,yes,no,High
897,59,63,Pass,11,3,yes,no,yes,yes,Average,no,no,Low
898,45,55,Pass,5,2,no,yes,no,yes,Average,yes,no,High
899,64,69,Pass,7,4,yes,no,yes,no,Average,yes,no,Low
900,59,71,Fail,5,2,no,yes,no,yes,Very Good,no,yes,High
901,51,52,Fail,4,2,no,yes,no,yes,Very Good,yes,no,Low
902,71,58,Pass,1,1,yes,no,yes,yes,Poor,yes,no,High
903,70,59,Pass,7,2,yes,no,yes,yes,Average,yes,yes,Low
904,64,64,Fail,5,3,no,no,no,yes,Poor,yes,yes,High
905,24,58,Pass,4,1,yes,yes,yes,yes,Very Good,yes,yes,High
906,70,59,Pass,6,2,yes,yes,yes,yes,Very Good,yes,yes,High
907,62,55,Pass,1,4,yes,no,yes,yes,Average,yes,no,High
908,75,59,Pass,3,3,yes,no,no,yes,Good,yes,yes,Low
909,67,70,Pass,5,2,no,no,no,yes,Good,yes,no,High
910,70,64,Fail,8,2,yes,no,yes,yes,Poor,yes,no,High
911,63,65,Pass,5,1,no,no,no,yes,Very Good,yes,no,Low
912,68,65,Pass,2,4,yes,yes,yes,yes,Average,yes,no,High
913,74,56,Fail,11,4,no,yes,no,yes,Very Poor,yes,no,High
914,57,61,Pass,8,3,no,yes,yes,yes,Average,yes,yes,High
915,39,47,Pass,3,1,yes,no,yes,yes,Good,yes,yes,High
916,51,70,Pass,7,2,no,no,no,yes,Average,yes,no,Low
917,58,30,Fail,5,2,yes,yes,yes,no,Good,yes,no,Low
918,55,57,Pass,3,2,no,yes,yes,yes,Very Good,yes,no,Low
919,42,69,Pass,10,2,no,no,no,yes,Good,no,no,High
920,38,44,Fail,6,3,no,no,no,yes,Good,yes,no,Low
921,47,61,Fail,7,2,no,no,no,no,Average,yes,no,High
922,63,51,Fail,2,1,yes,yes,no,no,Average,yes,no,High
923,70,54,Pass,4,3,yes,no,no,yes,Average,yes,yes,High
924,64,67,Pass,8,2,yes,no,yes,yes,Average,yes,no,High
925,65,59,Pass,6,3,no,yes,yes,yes,Very Good,no,no,Low
926,54,37,Pass,4,2,no,no,yes,yes,Very Good,yes,yes,High
927,37,48,Fail,7,2,yes,yes,yes,yes,Poor,no,yes,Low
928,50,67,Pass,5,1,yes,yes,no,yes,Good,yes,yes,High
929,52,62,Fail,5,4,yes,no,yes,yes,Good,yes,yes,High
930,50,75,Pass,4,3,yes,no,no,yes,Very Good,no,yes,High
931,55,74,Pass,7,2,yes,no,yes,yes,Average,yes,no,High
932,59,54,Fail,7,1,no,yes,yes,no,Good,yes,no,Low
933,63,83,Pass,5,3,no,no,no,yes,Average,yes,no,Low
934,52,58,Fail,2,2,no,yes,yes,no,Very Poor,no,no,High
935,35,48,Fail,5,4,no,yes,yes,yes,Very Poor,yes,yes,High
936,50,51,Pass,1,4,no,no,no,yes,Poor,yes,yes,High
937,55,35,Pass,3,3,no,no,no,no,Average,yes,yes,High
938,67,74,Pass,11,4,yes,yes,no,yes,Average,yes,no,Low
939,49,73,Fail,4,1,yes,no,no,yes,Good,yes,yes,High
940,60,47,Pass,6,2,yes,yes,no,yes,Good,yes,no,High
941,57,55,Fail,5,2,no,no,yes,yes,Very Good,yes,yes,Low
942,55,58,Pass,11,1,no,no,yes,yes,Average,no,yes,High
943,64,48,Fail,5,4,no,no,no,yes,Very Good,yes,yes,High
944,48,40,Fail,7,1,no,no,yes,yes,Good,no,no,Low
945,49,55,Pass,6,4,yes,yes,yes,yes,Average,yes,yes,High
946,54,54,Pass,6,3,no,no,yes,yes,Good,yes,yes,High
947,48,54,Pass,7,2,no,no,yes,yes,Good,no,no,Low
948,60,60,Pass,6,1,no,yes,no,no,Poor,yes,no,High
949,47,72,Pass,5,1,no,no,yes,yes,Good,yes,no,High
950,57,54,Pass,2,2,no,yes,yes,yes,Good,yes,no,High
951,53,59,Fail,3,2,yes,no,no,no,Very Good,yes,no,Low
952,57,65,Fail,2,2,yes,no,no,yes,Very Good,no,yes,High
953,50,63,Fail,4,2,no,no,no,yes,Good,yes,no,High
954,51,51,Pass,6,3,no,yes,no,yes,Good,no,no,High
955,55,58,Fail,2,2,yes,no,no,yes,Very Good,no,no,High
956,57,63,Pass,6,2,no,no,no,yes,Very Good,yes,no,High
957,54,46,Pass,6,3,no,no,yes,yes,Good,yes,no,High
958,72,70,Pass,7,2,yes,no,yes,yes,Good,yes,no,High
959,45,72,Pass,5,2,yes,yes,no,yes,Poor,yes,yes,Low
960,54,50,Pass,2,3,yes,no,yes,no,Good,no,no,Low
961,39,59,Pass,2,4,yes,yes,yes,yes,Average,yes,no,High
962,58,64,Fail,7,4,yes,no,yes,no,Average,yes,no,Low
963,43,52,Pass,3,1,yes,yes,yes,no,Average,yes,no,High
964,52,62,Fail,8,2,yes,no,yes,yes,Average,yes,no,High
965,51,59,Pass,3,1,no,yes,yes,yes,Average,yes,no,High
966,57,43,Pass,3,4,no,no,yes,yes,Very Good,yes,no,High
967,49,62,Pass,6,2,no,yes,yes,yes,Good,yes,yes,High
968,49,46,Fail,6,2,no,no,yes,no,Average,no,no,High
969,69,67,Pass,4,4,no,yes,no,yes,Good,yes,no,Low
970,57,51,Pass,5,4,no,no,no,yes,Very Good,yes,yes,High
971,49,56,Pass,7,3,no,yes,no,yes,Average,yes,no,High
972,52,71,Pass,5,1,yes,no,no,yes,Average,yes,no,Low
973,71,62,Fail,5,2,no,no,no,yes,Average,yes,no,Low
974,52,47,Pass,5,3,no,no,no,yes,Very Good,no,no,High
975,48,47,Pass,4,2,yes,no,yes,yes,Average,yes,yes,High
976,48,52,Fail,6,1,yes,yes,no,yes,Very Good,yes,no,Low
977,49,61,Pass,2,2,no,yes,no,yes,Average,yes,no,High
978,49,61,Fail,4,4,yes,no,yes,yes,Poor,yes,no,High
979,42,49,Fail,5,2,yes,no,no,yes,Poor,yes,no,Low
980,43,46,Fail,7,3,no,no,no,yes,Average,yes,yes,High
981,46,60,Pass,3,2,no,yes,yes,yes,Good,yes,no,Low
982,60,56,Fail,9,2,no,no,no,yes,Average,no,no,High
983,51,79,Pass,2,4,no,no,yes,yes,Average,yes,no,Low
984,52,58,Fail,3,2,no,yes,yes,yes,Average,yes,no,High
985,67,76,Pass,6,3,yes,yes,yes,yes,Good,no,no,High
986,67,46,Pass,5,2,no,no,no,yes,Good,yes,yes,Low
987,52,42,Fail,7,1,yes,yes,no,yes,Good,yes,no,High
988,48,46,Pass,2,3,no,no,no,yes,Very Good,yes,no,Low
989,46,69,Fail,8,3,yes,no,no,yes,Average,yes,no,High
990,61,75,Fail,7,3,yes,no,yes,yes,Very Poor,no,no,Low
991,52,50,Pass,2,2,yes,no,yes,no,Average,yes,no,Low
992,51,53,Pass,6,2,no,no,no,yes,Average,yes,yes,Low
993,46,46,Pass,3,4,no,yes,no,yes,Average,yes,yes,Low
994,47,39,Fail,4,2,yes,yes,no,yes,Very Good,yes,yes,High
995,58,65,Pass,5,3,yes,no,yes,yes,Good,yes,no,High
996,41,60,Pass,4,2,no,no,no,yes,Poor,yes,no,Low
997,64,58,Fail,6,4,no,no,yes,yes,Average,yes,no,High
998,49,43,Fail,5,4,yes,no,yes,yes,Good,no,no,High
999,53,74,Fail,6,1,yes,yes,no,no,Very Good,yes,yes,High
1000,41,52,Fail,3,3,yes,yes,no,yes,Very Poor,yes,no,High
1001,54,63,Pass,4,2,no,yes,yes,no,Average,yes,no,Low
1002,51,43,Pass,3,2,yes,no,no,no,Very Good,yes,no,Low
1003,54,56,Pass,4,2,yes,no,no,no,Very Good,yes,yes,High
1004,69,60,Fail,4,2,yes,yes,yes,no,Average,no,no,High
1005,56,61,Fail,5,2,no,no,no,yes,Very Poor,no,yes,High
1006,47,59,Fail,4,2,no,no,yes,yes,Average,no,yes,Low
1007,47,62,Fail,6,2,no,no,no,yes,Very Good,yes,no,High
1008,60,46,Pass,5,1,no,no,no,yes,Average,yes,no,Low
1009,67,59,Pass,7,2,no,yes,yes,yes,Very Good,no,no,High
1010,57,59,Pass,5,2,yes,no,no,no,Average,no,no,Low
1011,61,60,Pass,5,3,no,no,yes,yes,Good,yes,no,Low
1012,61,58,Fail,6,3,yes,no,yes,yes,Good,no,no,Low
1013,69,45,Pass,3,4,no,no,no,yes,Average,no,yes,Low
1014,35,44,Fail,7,2,no,no,yes,yes,Average,yes,no,High
1015,61,35,Fail,6,1,no,no,yes,yes,Average,yes,yes,Low
1016,64,66,Pass,7,3,no,no,no,yes,Good,yes,no,Low
1017,41,66,Pass,7,3,no,yes,no,no,Poor,no,yes,High
1018,46,66,Pass,5,2,no,yes,no,yes,Good,yes,no,High
1019,46,61,Pass,5,3,yes,yes,no,yes,Good,yes,yes,High
1020,47,36,Fail,5,2,no,yes,no,yes,Average,yes,yes,Low
1021,50,47,Pass,7,1,yes,yes,no,no,Very Good,yes,no,High
1022,57,59,Fail,3,3,no,no,yes,yes,Good,yes,no,High
1023,63,59,Fail,6,2,yes,yes,no,no,Good,yes,no,High
1024,65,55,Pass,6,2,yes,no,yes,no,Average,no,yes,High
1025,46,61,Fail,3,2,no,no,no,yes,Good,yes,yes,High
1026,46,58,Fail,8,2,yes,no,no,yes,Poor,no,no,High
1027,68,59,Fail,7,2,yes,no,no,yes,Very Good,yes,no,Low
1028,61,51,Pass,3,1,no,yes,no,yes,Very Poor,yes,no,Low
1029,55,67,Pass,4,4,no,no,no,no,Good,no,no,High
1030,59,53,Pass,2,3,yes,yes,no,yes,Good,yes,no,High
1031,54,44,Pass,4,2,no,no,no,no,Poor,yes,no,High
1032,60,50,Fail,3,2,no,no,no,yes,Very Poor,yes,no,High
1033,51,54,Fail,5,1,no,yes,yes,yes,Poor,yes,no,Low
1034,57,67,Fail,6,3,no,yes,no,yes,Average,yes,yes,High
1035,39,57,Pass,6,2,yes,no,no,yes,Very Good,yes,no,High
1036,48,56,Pass,4,2,yes,no,no,yes,Very Good,yes,no,High
1037,48,45,Fail,4,2,yes,no,no,yes,Very Poor,yes,no,High
1038,51,65,Pass,5,2,yes,yes,yes,yes,Average,no,no,High
1039,45,51,Pass,8,3,yes,no,no,no,Very Good,yes,yes,High
1040,49,56,Pass,5,3,yes,yes,yes,yes,Poor,yes,yes,High
1041,39,72,Pass,8,4,no,no,no,yes,Very Good,yes,yes,High
1042,60,63,Fail,2,2,no,no,no,yes,Average,no,no,Low
1043,54,41,Pass,7,3,no,yes,yes,no,Good,no,no,Low
1044,37,40,Fail,11,1,yes,yes,no,yes,Average,yes,yes,Low
1045,46,57,Fail,4,2,yes,no,no,yes,Poor,yes,yes,Low
1046,58,45,Pass,6,2,no,yes,no,no,Average,yes,yes,Low
1047,49,64,Fail,3,2,yes,no,no,no,Good,no,yes,High
1048,48,58,Pass,3,2,no,no,yes,yes,Average,yes,no,High
1049,54,59,Fail,1,3,no,yes,yes,no,Good,no,yes,High
1050,58,50,Pass,3,1,yes,yes,no,yes,Poor,yes,no,High
1051,40,75,Fail,6,2,yes,no,yes,no,Average,yes,no,High
1052,60,86,Pass,3,4,yes,no,no,yes,Average,yes,yes,High
1053,46,55,Fail,2,2,yes,no,no,yes,Average,no,no,High
1054,54,61,Fail,6,3,yes,yes,no,no,Poor,yes,no,High
1055,54,58,Pass,4,3,yes,yes,no,yes,Average,yes,yes,High
1056,49,55,Fail,3,2,no,no,no,yes,Good,no,no,Low
1057,44,49,Pass,6,2,yes,no,no,yes,Very Good,yes,yes,Low
1058,52,47,Pass,2,3,no,yes,no,yes,Good,yes,yes,Low
1059,71,46,Fail,3,3,yes,yes,yes,yes,Poor,yes,yes,Low
1060,41,62,Fail,10,1,yes,no,yes,yes,Average,yes,no,High
1061,71,52,Pass,7,2,yes,no,no,no,Very Poor,yes,no,High
1062,52,32,Pass,4,2,yes,yes,no,yes,Poor,yes,no,Low
1063,55,62,Fail,1,3,yes,no,yes,no,Average,yes,no,High
1064,44,57,Fail,3,2,yes,yes,no,yes,Poor,yes,yes,High
1065,47,71,Pass,7,4,yes,yes,no,yes,Poor,no,no,Low
1066,49,61,Pass,7,4,yes,no,no,yes,Poor,no,no,Low
1067,44,43,Fail,3,3,no,no,yes,no,Average,no,no,High
1068,52,35,Fail,7,3,no,yes,yes,yes,Poor,no,no,Low
1069,50,50,Fail,2,2,yes,yes,no,yes,Average,no,no,High
1070,73,51,Pass,5,1,yes,yes,yes,yes,Good,no,no,High
1071,43,67,Fail,2,2,no,no,no,no,Poor,no,no,High
1072,56,57,Fail,4,2,no,yes,no,yes,Poor,yes,yes,Low
1073,57,69,Pass,5,2,no,yes,yes,yes,Very Poor,yes,yes,High
1074,44,44,Pass,3,3,yes,yes,no,no,Average,yes,yes,Low
1075,61,67,Fail,4,2,yes,no,no,yes,Good,no,yes,High
1076,51,65,Pass,5,3,no,no,yes,no,Very Poor,yes,no,High
1077,30,37,Fail,2,2,no,yes,yes,no,Average,no,yes,High
1078,61,71,Fail,5,2,yes,no,no,yes,Good,yes,no,High
1079,43,58,Fail,6,2,no,yes,no,yes,Average,no,no,High
1080,44,61,Fail,2,4,yes,no,no,yes,Very Good,yes,no,High
1081,61,49,Pass,5,3,yes,yes,no,no,Very Good,yes,yes,Low
1082,51,70,Pass,5,2,yes,yes,no,yes,Very Poor,no,yes,Low
1083,64,46,Fail,7,2,yes,no,yes,no,Average,yes,yes,High
1084,67,66,Pass,8,4,no,no,yes,yes,Good,yes,no,High
1085,48,66,Pass,7,1,no,no,yes,yes,Very Good,yes,no,High
1086,62,48,Pass,4,2,no,no,no,yes,Good,yes,no,High
1087,47,77,Pass,7,2,yes,yes,yes,yes,Poor,yes,no,High
1088,77,60,Fail,6,2,yes,yes,no,yes,Average,yes,no,High
1089,48,64,Pass,7,2,yes,no,no,yes,Good,no,yes,Low
1090,65,42,Pass,5,1,yes,no,no,yes,Average,yes,no,Low
1091,63,79,Fail,5,3,no,no,yes,yes,Average,yes,no,High
1092,58,45,Fail,5,1,yes,no,no,yes,Good,no,yes,Low
1093,48,68,Fail,7,3,no,no,no,yes,Poor,yes,no,High
1094,53,48,Fail,5,2,no,no,no,yes,Very Good,yes,no,High
1095,33,51,Fail,2,2,yes,yes,no,yes,Very Good,yes,no,Low
1096,57,65,Fail,4,1,no,no,yes,no,Average,yes,no,Low
1097,58,68,Pass,7,3,yes,yes,yes,yes,Good,yes,no,High
1098,56,45,Fail,7,2,no,yes,no,no,Good,no,no,Low
1099,25,68,Pass,6,2,no,yes,no,yes,Poor,yes,no,Low
1100,42,68,Fail,3,2,yes,no,yes,no,Poor,yes,no,Low
1101,47,48,Pass,1,3,yes,no,yes,yes,Very Poor,yes,no,High
1102,57,73,Pass,4,1,no,no,no,yes,Very Good,yes,no,Low
1103,57,43,Pass,9,1,yes,no,no,yes,Average,yes,no,Low
1104,53,51,Pass,5,2,no,no,yes,yes,Very Poor,yes,no,High
1105,61,62,Fail,4,3,yes,yes,no,yes,Average,yes,no,High
1106,44,49,Fail,4,2,no,no,no,yes,Very Poor,yes,yes,High
1107,61,60,Fail,7,3,no,no,no,yes,Very Poor,no,yes,High
1108,59,60,Fail,4,3,no,no,no,yes,Average,yes,yes,High
1109,58,56,Pass,6,4,yes,yes,no,no,Average,no,no,Low
1110,53,66,Fail,2,2,yes,yes,yes,yes,Average,yes,yes,Low
1111,73,55,Pass,7,2,yes,yes,no,yes,Good,yes,yes,High
1112,59,60,Fail,3,3,no,no,no,yes,Good,yes,yes,Low
1113,45,69,Pass,3,2,yes,no,no,yes,Average,no,no,Low
1114,57,65,Pass,6,2,yes,no,no,yes,Good,yes,yes,High
1115,62,65,Fail,4,2,no,no,yes,yes,Average,yes,no,High
1116,49,46,Fail,7,4,yes,yes,yes,yes,Average,yes,no,High
1117,65,63,Fail,6,2,no,yes,no,yes,Average,no,no,High
1118,58,49,Fail,8,2,no,no,yes,yes,Average,yes,no,High
1119,31,45,Pass,3,3,no,yes,yes,no,Poor,yes,yes,High
1120,57,57,Fail,5,2,yes,yes,no,no,Very Poor,yes,no,Low
1121,50,48,Fail,6,4,yes,no,no,yes,Average,yes,no,High
1122,60,65,Pass,3,2,no,no,no,yes,Average,yes,yes,High
1123,64,66,Pass,4,3,yes,no,no,yes,Average,no,no,Low
1124,56,38,Pass,8,2,no,yes,no,yes,Very Good,yes,no,Low
1125,71,49,Fail,4,3,no,no,no,yes,Average,yes,no,Low
1126,53,43,Pass,4,4,yes,yes,no,yes,Very Good,yes,yes,High
1127,61,53,Pass,4,3,no,no,yes,yes,Average,yes,no,High
1128,63,62,Pass,4,3,no,yes,no,no,Poor,yes,no,High
1129,54,55,Pass,8,1,no,no,no,no,Very Good,yes,no,High
1130,62,52,Fail,7,4,no,yes,no,no,Very Good,yes,no,High
1131,49,71,Fail,7,3,no,no,no,yes,Average,no,no,High
1132,50,34,Pass,5,4,yes,yes,no,no,Poor,yes,yes,Low
1133,41,70,Pass,7,3,no,yes,no,yes,Poor,yes,no,High
1134,57,52,Pass,4,2,yes,no,no,yes,Good,yes,no,High
1135,58,57,Fail,7,3,no,no,yes,no,Very Poor,no,yes,High
1136,66,52,Pass,2,1,yes,yes,yes,no,Good,no,yes,High
1137,62,73,Pass,2,3,yes,yes,yes,no,Good,yes,yes,High
1138,52,45,Fail,5,2,yes,no,no,yes,Poor,yes,yes,Low
1139,43,58,Pass,5,2,yes,yes,no,yes,Good,yes,yes,High
1140,59,63,Fail,8,4,yes,yes,no,yes,Good,yes,no,High
1141,66,41,Pass,6,4,no,yes,no,no,Average,no,no,Low
1142,62,48,Fail,5,4,yes,no,no,yes,Average,yes,yes,Low
1143,65,56,Pass,8,3,no,yes,no,yes,Good,yes,no,Low
1144,52,49,Pass,5,3,yes,no,yes,yes,Average,yes,no,High
1145,50,49,Pass,7,3,yes,no,no,yes,Good,yes,yes,High
1146,47,54,Fail,4,1,yes,no,no,no,Average,no,yes,High
1147,54,64,Fail,7,4,yes,yes,yes,yes,Poor,yes,yes,Low
1148,54,54,Pass,6,4,yes,no,yes,yes,Very Good,yes,no,High
1149,57,68,Fail,5,3,no,no,no,no,Average,yes,no,Low
1150,53,48,Fail,3,4,yes,no,no,yes,Average,yes,yes,Low
1151,53,45,Fail,5,2,no,no,no,no,Good,yes,yes,High
1152,47,77,Fail,5,2,yes,yes,no,no,Good,yes,no,High
1153,64,51,Pass,4,4,no,no,no,yes,Poor,yes,no,High
1154,55,44,Fail,1,2,yes,yes,yes,yes,Very Good,no,no,High
1155,53,40,Pass,6,3,no,no,no,yes,Very Poor,yes,no,Low
1156,47,68,Pass,6,2,yes,no,yes,yes,Good,yes,yes,High
1157,41,54,Pass,7,3,yes,yes,no,yes,Average,no,no,High
1158,68,55,Fail,8,3,no,yes,yes,yes,Average,yes,no,High
1159,60,56,Fail,7,3,no,yes,no,yes,Good,no,no,High
1160,38,68,Fail,1,2,yes,no,no,yes,Good,yes,no,High
1161,62,56,Fail,5,2,yes,no,no,yes,Good,yes,no,High
1162,64,81,Fail,4,3,no,no,yes,yes,Average,yes,yes,High
1163,56,59,Pass,8,4,yes,no,yes,yes,Very Good,yes,yes,High
1164,70,68,Pass,3,1,yes,yes,yes,yes,Average,no,no,Low
1165,57,66,Pass,1,1,no,yes,yes,yes,Average,yes,no,Low
1166,40,57,Pass,2,1,no,yes,no,no,Very Good,no,yes,Low
1167,58,52,Pass,3,4,yes,yes,no,yes,Very Poor,yes,no,High
1168,57,61,Pass,7,3,no,no,no,no,Poor,yes,no,Low
1169,48,63,Fail,4,4,yes,no,no,yes,Very Good,yes,yes,High
1170,60,52,Fail,7,2,yes,no,yes,yes,Very Good,yes,no,High
1171,38,59,Fail,11,2,yes,no,no,no,Good,yes,yes,High
1172,64,70,Fail,3,3,no,yes,no,yes,Average,yes,no,High
1173,46,78,Pass,7,2,yes,yes,no,yes,Average,yes,no,Low
1174,45,66,Fail,5,2,yes,yes,no,yes,Average,no,no,High
1175,53,76,Pass,9,2,no,no,no,yes,Average,no,yes,High
1176,59,51,Pass,5,2,yes,no,no,yes,Average,no,no,High
1177,56,65,Fail,7,2,no,yes,no,yes,Very Poor,yes,yes,Low
1178,47,71,Pass,4,1,no,no,no,yes,Average,yes,no,High
