student_id,sex,age,famsize,Pstatus,Medu,Fedu,SS1_result_avg,SS2_result_avg,SS3_mock_result,absences,studytime,extra_tutoring,school_support,internet_access,CBT_preparation,health_status,wants_higher_education,wants_trade,CBT_outcome
500,F,15,GT3,T,Masters,Bachelor,47,67,Fail,6,2,no,yes,yes,yes,Very Poor,no,yes,High
501,F,15,LE3,T,Masters,SSCE,57,63,Fail,7,1,yes,yes,yes,yes,Good,no,no,Low
502,F,15,GT3,T,Bachelor,No schooling,42,53,Fail,6,3,yes,no,no,no,Good,yes,no,Low
503,M,14,GT3,A,Bachelor,Bachelor,45,65,Pass,4,2,yes,yes,no,no,Average,yes,no,High
504,F,15,LE3,T,SSCE,SSCE,61,41,Fail,10,1,no,no,no,yes,Very Poor,yes,yes,High
505,F,15,GT3,T,Bachelor,No schooling,44,55,Pass,7,2,yes,no,yes,yes,Very Good,yes,no,Low
506,M,16,LE3,T,SSCE,Masters,60,63,Fail,5,2,yes,yes,no,no,Average,yes,no,Low
507,F,16,GT3,T,SSCE,Bachelor,41,65,Fail,2,2,no,no,no,no,Poor,yes,no,High
508,F,16,GT3,T,Bachelor,Masters,72,64,Fail,5,2,yes,yes,no,no,Good,yes,yes,High
509,F,16,LE3,T,Bachelor,Bachelor,47,60,Fail,4,1,yes,no,yes,no,Poor,yes,no,High
510,F,15,GT3,T,Bachelor,SSCE,52,56,Fail,3,2,yes,no,no,yes,Average,yes,yes,High
511,F,16,LE3,T,SSCE,SSCE,58,63,Fail,2,1,yes,no,no,no,Very Poor,yes,no,High
512,M,15,GT3,A,SSCE,Bachelor,49,48,Fail,2,4,yes,no,yes,yes,Very Good,no,no,High
513,F,16,GT3,T,No schooling,PhD,56,49,Pass,6,2,yes,yes,no,no,Average,yes,no,High
514,F,15,GT3,T,No schooling,SSCE,60,58,Fail,12,3,yes,yes,no,yes,Very Good,no,yes,High
515,M,13,LE3,T,SSCE,Masters,64,59,Fail,7,3,yes,no,yes,no,Average,yes,yes,High
516,M,15,LE3,A,No schooling,Masters,62,39,Pass,1,2,yes,no,no,no,Average,yes,no,High
517,M,17,LE3,T,SSCE,Bachelor,53,62,Pass,8,3,no,yes,yes,yes,Very Good,yes,no,High
518,F,16,LE3,T,Masters,Masters,53,65,Fail,4,3,no,no,no,yes,Average,yes,yes,High
519,F,16,GT3,T,No schooling,SSCE,78,57,Pass,3,2,yes,no,no,yes,Average,yes,no,High
520,M,17,GT3,T,Bachelor,PhD,64,81,Pass,10,4,no,no,no,no,Very Poor,no,no,High
521,F,16,GT3,T,SSCE,Bachelor,45,51,Fail,2,1,no,yes,no,no,Very Good,yes,no,Low
522,M,16,GT3,A,Masters,No schooling,55,54,Fail,7,2,no,no,no,no,Very Poor,no,no,High
523,F,15,GT3,A,Bachelor,Masters,51,54,Fail,3,3,yes,yes,no,yes,Good,yes,yes,Low
524,F,15,GT3,T,SSCE,SSCE,53,57,Pass,5,2,no,no,no,yes,Average,yes,no,High
525,F,16,GT3,T,Bachelor,SSCE,42,54,Pass,5,3,yes,yes,yes,yes,Very Poor,yes,no,High
526,F,17,GT3,T,SSCE,Bachelor,50,43,Pass,9,4,no,no,yes,yes,Very Poor,yes,no,High
527,M,15,LE3,T,Bachelor,No schooling,73,52,Pass,2,4,yes,no,no,yes,Very Good,yes,no,High
528,M,15,LE3,A,SSCE,SSCE,60,57,Pass,7,2,yes,no,yes,no,Good,yes,no,High
529,M,16,GT3,T,PhD,Masters,30,70,Fail,5,4,yes,no,no,yes,Good,no,yes,High
530,F,16,LE3,T,SSCE,No schooling,67,80,Pass,6,2,no,yes,no,no,Average,yes,no,High
531,F,14,LE3,T,SSCE,SSCE,65,71,Pass,4,2,no,no,yes,yes,Poor,no,no,High
532,F,13,GT3,T,Bachelor,No schooling,51,50,Pass,5,2,yes,no,yes,yes,Good,yes,yes,Low
533,F,15,GT3,T,SSCE,SSCE,62,51,Pass,6,3,yes,yes,no,yes,Good,yes,no,High
534,F,14,GT3,T,Masters,Bachelor,46,56,Pass,10,2,no,no,no,yes,Good,yes,no,Low
535,F,15,LE3,T,Bachelor,Bachelor,50,75,Pass,7,2,no,no,yes,no,Average,yes,no,High
536,F,15,LE3,A,Bachelor,Masters,69,56,Fail,2,2,no,no,no,yes,Very Good,yes,yes,High
537,F,15,GT3,T,SSCE,Bachelor,52,44,Pass,7,2,no,no,no,yes,Very Poor,yes,yes,Low
538,M,17,GT3,T,Masters,SSCE,36,52,Pass,5,4,yes,yes,no,no,Very Poor,yes,no,High
539,F,16,GT3,T,Bachelor,Masters,54,65,Pass,9,2,yes,no,no,no,Very Good,yes,no,Low
540,M,16,GT3,T,SSCE,Bachelor,54,64,Pass,4,2,yes,no,yes,yes,Good,yes,yes,High
541,F,16,GT3,T,SSCE,Bachelor,66,55,Pass,7,3,yes,yes,no,yes,Average,yes,no,High
542,F,14,GT3,T,SSCE,Bachelor,55,64,Pass,3,2,no,no,yes,yes,Good,no,yes,High
543,M,17,LE3,T,PhD,Masters,50,35,Pass,7,3,yes,no,yes,yes,Average,yes,no,High
544,F,15,GT3,T,SSCE,Bachelor,65,59,Fail,6,1,yes,yes,yes,yes,Very Poor,yes,yes,High
545,F,16,GT3,A,Bachelor,SSCE,56,66,Pass,3,2,yes,no,yes,no,Good,yes,no,High
546,M,14,GT3,T,No schooling,Bachelor,47,49,Pass,5,1,yes,no,no,yes,Poor,no,no,High
547,M,14,GT3,T,SSCE,No schooling,66,49,Pass,4,1,no,no,yes,yes,Poor,yes,no,High
548,F,16,GT3,T,Bachelor,SSCE,56,39,Pass,7,3,yes,yes,no,yes,Poor,yes,no,High
549,F,16,LE3,T,PhD,SSCE,55,73,Pass,6,2,yes,no,no,no,Average,yes,no,Low
550,F,15,GT3,T,Bachelor,SSCE,56,50,Pass,3,4,no,yes,no,yes,Very Poor,no,no,High
551,F,15,LE3,A,Masters,No schooling,44,60,Pass,3,2,yes,no,no,yes,Very Good,yes,no,Low
552,F,17,GT3,T,Bachelor,No schooling,49,64,Pass,2,2,yes,no,no,yes,Average,yes,no,High
553,F,14,LE3,A,No schooling,Bachelor,55,73,Pass,6,3,no,no,yes,yes,Average,yes,no,High
554,F,17,LE3,T,SSCE,Masters,53,56,Pass,5,3,yes,no,no,yes,Good,yes,no,High
555,F,15,GT3,T,Bachelor,PhD,67,52,Pass,6,3,no,no,yes,yes,Good,yes,no,Low
556,M,16,GT3,T,PhD,SSCE,57,59,Fail,5,3,no,no,no,yes,Good,no,no,Low
557,M,15,GT3,A,Masters,Bachelor,63,70,Fail,6,2,yes,no,yes,yes,Poor,yes,yes,High
558,M,16,LE3,T,SSCE,Masters,55,56,Fail,3,3,yes,no,no,yes,Poor,yes,no,High
559,F,15,GT3,A,SSCE,SSCE,65,48,Fail,5,2,no,no,yes,no,Very Good,yes,no,High
560,F,15,LE3,A,SSCE,Bachelor,58,42,Fail,8,2,yes,no,yes,yes,Poor,yes,no,Low
561,F,16,GT3,A,Masters,Bachelor,55,45,Fail,6,4,no,no,no,no,Very Poor,yes,no,High
562,M,14,GT3,T,Masters,No schooling,54,66,Fail,4,2,yes,no,no,yes,Good,yes,no,Low
563,M,16,GT3,T,Masters,Masters,45,54,Pass,4,3,no,no,yes,no,Poor,no,no,High
564,M,15,LE3,T,SSCE,Masters,60,51,Pass,2,2,no,yes,no,yes,Very Good,yes,no,Low
565,M,15,GT3,T,Bachelor,No schooling,54,50,Fail,6,1,no,no,yes,yes,Very Good,yes,no,High
566,F,15,LE3,T,Bachelor,No schooling,49,58,Fail,10,2,yes,no,no,no,Good,yes,no,Low
567,M,13,GT3,T,SSCE,No schooling,66,55,Pass,5,2,yes,no,no,no,Good,no,yes,High
568,M,15,LE3,T,Bachelor,SSCE,42,55,Fail,3,2,yes,no,yes,no,Average,no,yes,High
569,F,18,GT3,T,No schooling,SSCE,50,71,Pass,7,2,no,yes,no,no,Good,yes,no,High
570,M,16,LE3,T,SSCE,SSCE,65,73,Pass,6,3,yes,yes,yes,yes,Good,yes,no,High
571,F,15,GT3,T,Masters,SSCE,58,41,Pass,5,1,no,no,yes,yes,Very Poor,yes,no,High
572,F,15,GT3,T,Masters,Masters,54,61,Pass,6,2,yes,yes,no,yes,Very Good,yes,no,Low
573,M,16,GT3,T,SSCE,SSCE,57,50,Pass,1,3,yes,yes,no,yes,Very Good,yes,no,Low
574,F,16,LE3,T,Bachelor,No schooling,56,55,Fail,5,4,yes,no,no,no,Very Good,yes,no,High
575,F,14,GT3,T,SSCE,SSCE,39,61,Fail,4,2,no,no,yes,yes,Good,no,yes,High
576,F,17,GT3,T,Bachelor,SSCE,51,55,Fail,9,4,no,no,no,no,Average,yes,no,Low
577,M,16,GT3,T,Masters,SSCE,71,60,Pass,9,2,yes,no,no,yes,Poor,yes,no,High
578,F,16,LE3,T,Masters,SSCE,48,64,Fail,6,2,no,yes,no,yes,Poor,yes,no,Low
579,F,16,GT3,T,Bachelor,No schooling,51,60,Pass,9,3,yes,no,yes,yes,Poor,yes,yes,High
580,M,16,GT3,T,SSCE,Masters,49,51,Pass,7,4,no,yes,no,yes,Poor,yes,no,Low
581,F,16,LE3,T,SSCE,PhD,54,51,Fail,2,2,no,yes,no,no,Average,yes,no,High
582,F,16,LE3,T,Bachelor,SSCE,49,43,Pass,3,1,yes,no,no,no,Good,yes,yes,High
583,F,15,GT3,T,SSCE,SSCE,59,49,Pass,4,1,yes,yes,yes,yes,Average,no,yes,High
584,M,15,LE3,T,Masters,Bachelor,56,77,Pass,5,2,yes,no,no,no,Average,no,no,Low
585,F,16,LE3,T,SSCE,Bachelor,62,50,Fail,8,3,yes,no,no,yes,Average,yes,yes,High
586,M,17,GT3,T,SSCE,SSCE,44,46,Pass,4,2,no,yes,no,no,Good,yes,yes,Low
587,M,14,GT3,T,SSCE,Masters,51,61,Fail,4,2,no,no,no,yes,Very Good,yes,no,High
588,M,14,LE3,T,PhD,Bachelor,52,56,Fail,4,2,no,no,yes,yes,Good,yes,yes,Low
589,M,16,GT3,T,SSCE,SSCE,59,56,Fail,3,4,no,no,yes,yes,Very Poor,no,yes,High
590,M,16,LE3,T,Bachelor,Bachelor,47,72,Fail,2,1,yes,no,no,yes,Average,yes,no,High
591,M,16,LE3,T,SSCE,PhD,64,63,Pass,5,3,yes,yes,yes,yes,Good,yes,yes,Low
592,F,16,LE3,A,No schooling,Bachelor,66,52,Pass,9,4,no,no,no,yes,Average,yes,no,Low
593,M,15,GT3,T,Bachelor,No schooling,45,53,Pass,6,2,no,no,no,yes,Very Good,yes,no,Low
594,M,17,LE3,T,Bachelor,SSCE,50,52,Pass,3,3,no,no,yes,yes,Very Poor,yes,yes,Low
595,F,14,LE3,T,Bachelor,SSCE,49,66,Fail,4,3,no,no,no,no,Average,yes,no,High
596,F,15,GT3,T,Masters,SSCE,81,54,Pass,3,1,yes,no,no,no,Poor,no,yes,High
597,F,15,GT3,A,SSCE,Bachelor,50,40,Pass,4,2,yes,yes,no,no,Good,yes,yes,High
598,M,14,LE3,T,No schooling,Masters,71,57,Fail,3,3,no,no,no,yes,Average,yes,no,High
599,M,15,GT3,T,Masters,Bachelor,42,42,Fail,5,2,yes,no,yes,yes,Poor,no,yes,High
600,M,17,LE3,A,SSCE,PhD,45,79,Fail,6,2,no,no,no,yes,Average,yes,no,Low
601,M,16,GT3,T,Bachelor,SSCE,48,48,Fail,8,2,yes,no,no,yes,Average,no,no,High
602,M,16,GT3,T,Masters,Masters,46,56,Fail,2,3,yes,no,no,yes,Very Good,yes,no,High
603,M,14,GT3,A,SSCE,Bachelor,52,60,Fail,6,2,yes,yes,yes,yes,Average,no,no,High
604,M,15,LE3,T,Bachelor,SSCE,47,55,Pass,4,2,no,no,yes,yes,Poor,yes,no,High
605,M,15,LE3,T,SSCE,Bachelor,46,55,Fail,5,2,no,no,no,yes,Average,yes,no,High
606,F,15,LE3,T,SSCE,No schooling,66,62,Pass,5,3,yes,yes,yes,yes,Average,no,no,High
607,M,17,LE3,T,SSCE,Bachelor,67,73,Pass,7,1,yes,yes,no,no,Average,no,no,Low
608,M,16,LE3,T,Masters,SSCE,64,65,Pass,7,2,no,no,yes,no,Average,yes,no,High
609,F,14,GT3,A,SSCE,SSCE,60,72,Fail,6,2,yes,no,yes,yes,Good,yes,no,Low
610,F,16,GT3,T,Bachelor,Bachelor,55,47,Fail,5,1,yes,no,yes,yes,Very Good,no,no,High
611,M,16,GT3,T,Masters,Bachelor,50,61,Pass,2,2,yes,yes,yes,no,Poor,yes,no,High
612,F,17,GT3,A,Bachelor,SSCE,45,59,Pass,0,3,yes,no,no,no,Good,yes,yes,High
613,F,17,GT3,T,Bachelor,No schooling,58,61,Fail,4,3,no,yes,no,no,Very Good,yes,no,Low
614,M,14,GT3,T,Bachelor,SSCE,43,71,Fail,4,3,yes,no,yes,yes,Average,yes,yes,Low
615,F,15,LE3,T,SSCE,Bachelor,45,55,Pass,2,2,yes,no,yes,yes,Poor,yes,yes,High
616,F,14,GT3,A,Bachelor,Masters,66,53,Pass,5,1,yes,no,yes,yes,Good,no,yes,High
617,M,15,GT3,A,Bachelor,Masters,74,63,Fail,8,4,yes,no,yes,no,Good,yes,no,High
618,M,16,GT3,T,PhD,SSCE,58,40,Pass,5,2,no,no,no,no,Poor,no,no,High
619,F,16,GT3,T,Masters,Bachelor,66,55,Fail,7,3,yes,no,no,yes,Average,yes,no,Low
620,F,15,LE3,T,Masters,SSCE,52,56,Pass,7,4,no,no,no,yes,Average,yes,no,High
621,M,15,LE3,A,Masters,Bachelor,41,48,Pass,6,3,yes,yes,no,yes,Poor,yes,no,High
622,M,16,GT3,T,Bachelor,SSCE,61,68,Pass,6,2,no,no,no,no,Good,yes,no,Low
623,M,15,LE3,T,Bachelor,SSCE,60,47,Pass,5,2,no,yes,no,no,Good,yes,no,High
624,F,18,GT3,A,Masters,Bachelor,55,56,Pass,5,1,yes,no,no,yes,Very Good,yes,yes,Low
625,F,14,GT3,T,SSCE,No schooling,52,60,Pass,4,3,no,no,no,yes,Average,yes,no,Low
626,M,16,GT3,T,PhD,Bachelor,64,71,Fail,10,3,yes,no,no,yes,Average,yes,no,High
627,F,18,GT3,T,SSCE,Masters,45,57,Pass,2,3,yes,no,yes,no,Good,yes,no,High
628,F,16,LE3,T,Bachelor,SSCE,47,67,Fail,8,1,yes,no,no,no,Average,no,yes,High
629,M,15,LE3,T,Bachelor,SSCE,44,65,Pass,2,3,yes,no,no,yes,Good,yes,no,Low
630,M,15,GT3,A,PhD,Masters,55,59,Fail,4,3,yes,yes,no,yes,Good,no,yes,Low
631,F,15,GT3,T,SSCE,Bachelor,44,47,Pass,7,1,yes,no,yes,yes,Good,no,yes,High
632,F,17,GT3,T,Bachelor,SSCE,48,43,Pass,3,2,yes,no,no,yes,Good,yes,no,High
633,F,13,LE3,T,Bachelor,SSCE,47,59,Pass,6,3,no,no,no,yes,Good,yes,no,High
634,F,17,LE3,T,SSCE,Bachelor,52,52,Pass,10,2,yes,yes,yes,yes,Poor,no,no,High
635,M,14,GT3,T,Masters,Bachelor,40,67,Fail,5,1,yes,no,no,no,Very Good,yes,no,High
636,M,15,LE3,T,Bachelor,SSCE,55,65,Fail,4,1,yes,no,no,no,Average,no,no,Low
637,F,15,GT3,A,Bachelor,SSCE,67,56,Fail,4,3,yes,no,yes,yes,Very Good,yes,yes,High
638,M,16,LE3,T,SSCE,Masters,56,46,Pass,7,2,yes,no,no,yes,Average,yes,no,Low
639,M,14,GT3,T,Bachelor,Bachelor,70,63,Fail,4,2,yes,yes,yes,yes,Poor,yes,no,Low
640,M,16,GT3,T,Bachelor,PhD,68,47,Fail,1,3,no,yes,no,no,Very Good,yes,no,High
641,M,18,GT3,A,SSCE,Bachelor,62,50,Fail,4,3,yes,no,no,no,Good,yes,no,Low
642,M,14,LE3,T,SSCE,Masters,55,48,Fail,2,3,no,no,no,yes,Good,yes,yes,High
643,M,16,GT3,T,PhD,SSCE,55,56,Pass,12,2,yes,no,no,yes,Very Poor,yes,no,Low
644,M,15,GT3,T,Bachelor,Bachelor,62,69,Pass,4,2,yes,no,no,yes,Very Good,yes,no,High
645,M,16,GT3,A,Bachelor,No schooling,51,57,Pass,7,3,yes,no,no,yes,Average,no,no,Low
646,F,16,GT3,T,SSCE,Bachelor,36,53,Fail,8,4,no,yes,yes,yes,Average,no,no,Low
647,F,15,GT3,T,SSCE,SSCE,59,42,Pass,6,2,no,no,no,yes,Very Good,no,no,High
648,F,16,GT3,T,SSCE,SSCE,43,63,Fail,8,2,yes,no,yes,yes,Good,yes,yes,High
649,F,17,GT3,T,SSCE,Masters,45,50,Pass,4,1,yes,no,yes,yes,Poor,yes,no,High
650,F,15,LE3,T,Bachelor,Masters,55,59,Pass,1,3,yes,yes,no,no,Average,yes,no,High
651,M,16,LE3,T,Bachelor,No schooling,54,54,Pass,3,2,yes,yes,no,yes,Good,yes,no,High
652,F,14,LE3,T,Bachelor,Bachelor,40,66,Pass,4,1,no,yes,no,no,Very Good,yes,no,Low
653,F,15,GT3,A,SSCE,SSCE,56,56,Fail,4,2,no,no,yes,yes,Average,yes,no,Low
654,F,16,GT3,A,Bachelor,SSCE,64,57,Pass,5,2,yes,no,yes,yes,Good,yes,no,High
655,M,17,GT3,T,SSCE,Masters,43,62,Fail,6,2,yes,no,no,yes,Good,yes,yes,High
656,M,16,LE3,A,SSCE,SSCE,67,79,Pass,7,4,no,yes,yes,yes,Poor,yes,no,High
657,M,15,LE3,T,Masters,Masters,39,66,Pass,7,3,no,yes,yes,yes,Very Poor,yes,no,Low
658,M,15,GT3,T,Bachelor,SSCE,76,57,Fail,2,1,no,no,no,yes,Average,no,no,High
659,F,14,GT3,T,Bachelor,Bachelor,50,58,Pass,6,2,yes,no,no,yes,Good,yes,yes,High
660,F,16,LE3,T,SSCE,Bachelor,56,52,Fail,6,1,no,no,yes,no,Average,no,no,High
661,M,16,GT3,T,Masters,SSCE,36,48,Fail,4,3,yes,yes,yes,yes,Good,yes,yes,Low
662,F,15,LE3,T,Bachelor,SSCE,54,52,Fail,6,2,yes,no,no,yes,Good,no,no,High
663,F,15,LE3,T,Masters,Masters,57,50,Pass,8,4,no,no,no,no,Good,yes,yes,High
664,M,16,GT3,T,SSCE,Bachelor,54,64,Pass,6,3,no,yes,yes,no,Very Poor,yes,yes,High
665,M,15,LE3,T,PhD,SSCE,49,47,Fail,2,2,yes,no,no,yes,Very Poor,yes,yes,High
666,M,15,GT3,T,Masters,SSCE,45,71,Fail,3,3,no,yes,yes,yes,Good,no,no,High
667,M,18,LE3,A,Masters,No schooling,66,65,Fail,9,3,no,yes,no,yes,Good,yes,no,High
668,M,15,LE3,T,SSCE,SSCE,55,58,Pass,6,2,yes,no,yes,yes,Average,yes,no,High
669,M,15,LE3,T,SSCE,SSCE,70,58,Pass,8,2,no,no,no,yes,Average,yes,no,High
670,M,15,GT3,T,SSCE,No schooling,49,52,Pass,3,2,no,yes,no,yes,Good,yes,no,High
671,M,16,GT3,T,SSCE,Masters,50,60,Fail,5,2,no,no,no,no,Poor,yes,no,High
672,F,15,GT3,A,Masters,Bachelor,63,68,Pass,9,2,yes,no,no,yes,Good,no,no,High
673,M,15,LE3,T,No schooling,Masters,38,50,Pass,5,2,yes,yes,no,yes,Average,yes,yes,High
674,F,17,LE3,T,No schooling,Bachelor,42,42,Fail,2,2,no,yes,no,yes,Good,yes,yes,High
675,M,17,GT3,T,SSCE,Masters,65,65,Pass,7,1,yes,no,yes,yes,Average,yes,no,High
676,F,15,GT3,T,SSCE,Bachelor,43,61,Pass,2,4,yes,yes,yes,yes,Good,yes,yes,High
677,M,14,GT3,A,SSCE,Bachelor,36,46,Pass,2,3,no,no,no,yes,Average,yes,no,High
678,M,17,LE3,T,Masters,PhD,73,50,Pass,6,3,no,no,no,yes,Average,yes,yes,High
679,F,15,GT3,T,Bachelor,Bachelor,41,49,Pass,5,2,yes,yes,no,no,Average,yes,no,High
680,F,16,GT3,T,No schooling,No schooling,56,50,Pass,7,3,yes,no,no,yes,Good,yes,yes,High
681,F,14,LE3,T,SSCE,Bachelor,55,54,Pass,6,4,no,yes,no,yes,Average,yes,no,High
682,M,16,GT3,T,SSCE,Masters,26,55,Pass,5,2,yes,yes,no,no,Poor,yes,yes,High
683,M,14,LE3,T,SSCE,Bachelor,52,51,Pass,7,3,yes,yes,no,no,Very Good,no,no,High
684,F,16,GT3,T,Bachelor,Bachelor,59,50,Fail,5,2,yes,no,yes,yes,Average,yes,no,Low
685,F,16,GT3,T,Bachelor,Bachelor,58,55,Pass,5,4,no,no,yes,no,Poor,yes,no,High
686,F,15,GT3,A,Bachelor,PhD,64,59,Pass,9,4,yes,no,no,yes,Good,yes,yes,High
687,F,15,GT3,T,Bachelor,No schooling,51,54,Pass,7,4,no,no,yes,yes,Good,yes,no,High
688,M,16,LE3,T,No schooling,Bachelor,62,69,Pass,3,1,no,yes,yes,yes,Average,yes,no,High
689,F,16,GT3,T,PhD,SSCE,48,63,Pass,7,2,yes,yes,yes,yes,Good,yes,yes,High
690,M,16,LE3,T,Masters,Bachelor,40,42,Pass,6,1,yes,yes,no,yes,Poor,yes,no,Low
691,M,17,LE3,T,Masters,Bachelor,42,63,Fail,7,2,yes,yes,no,yes,Average,no,yes,High
692,M,14,GT3,T,No schooling,SSCE,40,64,Pass,3,2,yes,yes,yes,no,Poor,yes,yes,High
693,F,17,GT3,T,Masters,SSCE,65,53,Fail,4,2,yes,no,no,yes,Average,no,no,Low
694,M,16,GT3,T,Masters,Bachelor,39,43,Pass,7,3,no,no,yes,yes,Average,no,yes,High
695,M,15,LE3,A,Masters,No schooling,57,58,Pass,8,2,yes,no,no,yes,Average,yes,no,High
696,F,14,GT3,T,No schooling,SSCE,52,57,Pass,5,4,no,yes,no,no,Average,yes,yes,High
697,M,15,GT3,T,Bachelor,Masters,53,46,Fail,5,2,no,no,no,no,Average,yes,no,High
698,F,16,LE3,T,PhD,SSCE,68,43,Pass,5,2,yes,no,no,yes,Average,yes,no,Low
699,M,15,LE3,A,Bachelor,SSCE,50,57,Pass,4,3,yes,no,yes,no,Poor,no,no,High
700,F,17,LE3,A,Bachelor,Masters,61,55,Pass,5,3,no,yes,no,no,Average,yes,yes,Low
701,F,14,LE3,T,Masters,SSCE,55,53,Pass,5,1,no,no,yes,no,Poor,yes,yes,Low
702,M,15,GT3,T,SSCE,SSCE,53,57,Fail,3,3,no,no,yes,yes,Good,yes,no,High
703,M,14,GT3,T,Bachelor,Bachelor,77,46,Pass,3,2,yes,no,no,yes,Good,yes,yes,High
704,M,16,GT3,T,Bachelor,Bachelor,40,53,Fail,3,4,no,no,no,yes,Good,yes,no,High
705,M,16,GT3,A,Masters,Masters,67,63,Fail,3,4,yes,no,no,no,Good,yes,no,Low
706,F,15,LE3,T,No schooling,Masters,61,54,Pass,6,2,yes,yes,no,no,Average,yes,yes,High
707,M,13,GT3,T,Bachelor,Bachelor,50,41,Pass,6,4,yes,no,no,no,Good,yes,no,High
708,F,16,GT3,T,Bachelor,SSCE,71,53,Fail,6,3,yes,yes,no,yes,Good,no,no,Low
709,M,16,GT3,T,Masters,No schooling,36,47,Pass,5,4,no,yes,yes,yes,Very Poor,yes,no,High
710,F,16,LE3,T,Bachelor,SSCE,49,60,Pass,3,4,yes,no,no,yes,Very Good,yes,no,High
711,F,17,GT3,T,Masters,No schooling,42,61,Fail,6,3,no,no,no,yes,Very Poor,yes,no,High
712,F,14,LE3,T,Masters,Bachelor,59,41,Fail,6,2,no,yes,yes,yes,Average,no,yes,High
713,F,16,LE3,T,No schooling,Bachelor,43,65,Fail,5,2,no,no,no,yes,Average,no,yes,High
714,M,17,GT3,T,SSCE,No schooling,59,46,Fail,4,4,yes,no,yes,no,Good,yes,no,Low
715,M,14,LE3,T,No schooling,Masters,53,73,Pass,5,3,no,no,no,yes,Very Good,yes,no,High
716,F,16,GT3,T,SSCE,SSCE,50,57,Pass,6,2,yes,yes,no,no,Very Good,no,no,High
717,F,15,GT3,T,Bachelor,SSCE,58,45,Pass,4,2,no,no,yes,no,Average,yes,no,High
718,F,15,GT3,T,Masters,Bachelor,52,46,Fail,4,3,no,yes,yes,yes,Good,yes,no,Low
719,M,16,LE3,A,Masters,SSCE,44,61,Fail,4,2,yes,yes,no,yes,Very Poor,yes,no,Low
720,F,15,LE3,A,SSCE,SSCE,83,54,Pass,6,1,yes,no,no,no,Average,no,yes,High
721,F,15,LE3,A,No schooling,No schooling,50,57,Pass,4,1,no,yes,no,no,Very Good,yes,no,High
722,M,16,GT3,T,Bachelor,SSCE,32,74,Pass,3,3,no,yes,no,yes,Average,yes,no,Low
723,M,14,LE3,T,Bachelor,Bachelor,46,51,Fail,4,2,yes,no,yes,yes,Very Poor,yes,no,High
724,F,14,LE3,T,SSCE,Masters,42,58,Pass,6,2,yes,yes,yes,yes,Poor,yes,yes,High
725,F,16,LE3,A,Masters,SSCE,63,72,Pass,4,3,yes,yes,no,yes,Average,yes,yes,High
726,F,14,LE3,A,Masters,SSCE,58,60,Fail,3,3,no,no,no,yes,Poor,no,no,High
727,M,16,GT3,A,SSCE,Bachelor,58,41,Fail,6,2,yes,no,yes,no,Average,no,no,High
728,F,16,GT3,T,Masters,Masters,51,63,Pass,6,1,no,no,no,yes,Average,yes,no,Low
729,M,14,LE3,A,SSCE,SSCE,52,46,Fail,3,2,no,no,yes,yes,Average,yes,no,High
730,M,15,GT3,T,Bachelor,SSCE,51,72,Pass,3,3,no,no,no,no,Very Poor,no,yes,High
731,M,17,GT3,T,Bachelor,Bachelor,54,49,Pass,2,1,no,no,yes,yes,Very Good,yes,no,High
732,F,15,GT3,T,SSCE,Bachelor,63,87,Pass,3,2,yes,yes,yes,no,Good,yes,no,High
733,F,15,GT3,T,Masters,No schooling,58,72,Fail,5,4,yes,yes,yes,yes,Good,no,no,High
734,F,16,GT3,T,Bachelor,Bachelor,60,50,Fail,7,4,yes,no,yes,yes,Good,no,no,High
735,M,16,GT3,T,Bachelor,SSCE,59,58,Pass,3,2,yes,no,yes,yes,Average,yes,no,High
736,F,15,LE3,T,SSCE,SSCE,63,65,Fail,3,1,yes,no,no,yes,Good,yes,no,High
737,M,15,GT3,T,No schooling,SSCE,57,65,Pass,6,2,no,yes,no,no,Very Good,yes,no,High
738,F,17,GT3,A,SSCE,Masters,58,62,Fail,7,2,no,yes,yes,no,Very Poor,no,no,Low
739,M,17,LE3,T,Bachelor,SSCE,66,70,Fail,3,2,yes,no,no,no,Very Poor,no,yes,High
740,M,16,LE3,T,Bachelor,SSCE,48,56,Pass,6,2,yes,no,no,yes,Good,yes,no,Low
741,F,16,GT3,A,SSCE,SSCE,46,54,Pass,8,2,yes,no,yes,no,Poor,no,no,High
742,M,15,GT3,A,Bachelor,Masters,43,54,Fail,3,1,no,yes,no,yes,Very Good,no,no,High
743,F,15,GT3,T,Bachelor,SSCE,56,66,Pass,3,4,no,yes,yes,yes,Good,yes,no,High
744,F,16,GT3,T,Bachelor,SSCE,36,61,Fail,5,3,yes,yes,yes,yes,Average,yes,no,High
745,M,16,GT3,T,Bachelor,SSCE,59,60,Pass,5,2,no,no,no,yes,Average,yes,no,High
746,F,17,GT3,T,Masters,Bachelor,53,65,Fail,7,4,yes,no,yes,yes,Good,no,yes,High
747,M,16,GT3,T,Bachelor,SSCE,66,37,Pass,9,3,yes,no,no,yes,Poor,yes,no,High
748,F,14,GT3,A,Bachelor,SSCE,48,61,Pass,4,4,yes,no,yes,yes,Very Good,yes,no,High
749,F,17,GT3,T,SSCE,SSCE,52,60,Pass,6,2,no,no,no,yes,Very Poor,yes,no,Low
750,F,15,GT3,A,SSCE,Masters,66,74,Fail,6,2,yes,no,no,yes,Very Good,yes,no,High
